carat,cut,color,clarity,depth,table,price,x,y,z
1.01,Premium,G,SI2,62.4,58,4362,6.38,6.41,3.99
1.01,Premium,G,SI1,63.0,58,4525,6.35,6.29,3.98
1.01,Ideal,H,SI1,62.3,55,5029,6.46,6.45,4.02
1.14,Ideal,J,VS2,61.4,55,4906,6.74,6.77,4.15
0.79,Ideal,H,VS2,62.0,56,2967,5.91,5.93,3.67
1.04,Ideal,F,SI2,62.0,54,4695,6.49,6.51,4.03
1.15,Premium,E,SI2,62.3,58,4688,6.73,6.67,4.18
0.32,Very Good,F,VS2,61.4,58,556,4.37,4.42,2.7
1.24,Premium,I,SI2,62.8,58,4375,6.88,6.79,4.28
1.0,Good,H,VS2,63.6,61,4637,6.21,6.25,3.96
0.73,Ideal,G,SI1,61.4,57,3089,5.74,5.79,3.54
0.77,Very Good,H,VS1,61.0,60,2840,5.9,5.87,3.59
0.71,Ideal,D,SI1,60.6,57,3035,5.82,5.72,3.5
1.01,Good,G,SI1,64.2,56,4138,6.38,6.26,4.05
1.14,Very Good,F,I1,61.3,56,4050,6.74,6.76,4.13
1.0,Premium,E,SI2,61.7,58,4704,6.39,6.34,3.93
0.9,Fair,D,SI1,60.4,61,3812,6.24,6.22,3.76
1.2,Premium,J,VS2,60.3,59,4715,6.9,6.94,4.17
0.4,Ideal,H,SI2,62.2,56,596,4.71,4.75,2.94
0.81,Premium,D,VS1,62.3,58,4284,5.94,6.0,3.72
0.7,Ideal,E,VS2,61.1,59,3201,5.67,5.73,3.48
0.72,Ideal,F,VVS2,60.9,56,3780,5.83,5.77,3.53
0.9,Very Good,F,VS2,62.7,58,5160,6.12,6.19,3.86
1.03,Fair,D,SI2,66.4,56,3743,6.31,6.19,4.15
0.7,Very Good,F,VVS2,63.2,58,2932,5.66,5.6,3.56
1.08,Premium,G,SI2,62.2,56,4627,6.62,6.54,4.09
1.09,Ideal,H,SI1,62.3,55,5219,6.61,6.58,4.11
0.74,Ideal,G,VS1,61.2,56,3635,5.83,5.86,3.58
0.92,Very Good,F,SI2,60.6,63,3534,6.34,6.25,3.81
0.34,Premium,D,SI1,62.0,58,584,4.43,4.47,2.76
1.14,Premium,J,SI2,62.3,56,4022,6.73,6.66,4.17
1.0,Premium,H,SI2,61.3,58,3920,6.45,6.41,3.94
1.02,Premium,D,SI2,61.5,56,4718,6.51,6.47,3.99
1.24,Premium,F,SI2,62.7,59,4907,6.83,6.77,4.26
1.01,Fair,G,SI1,65.1,57,2993,6.27,6.22,4.07
1.01,Premium,G,SI1,62.3,59,4138,6.37,6.34,3.96
0.91,Very Good,D,SI1,62.8,58,5033,6.16,6.19,3.88
0.9,Premium,G,VVS2,63.0,58,4486,6.15,6.07,3.85
1.03,Very Good,G,SI1,61.0,58,4746,6.5,6.54,3.98
0.95,Ideal,G,VS2,61.6,56,4549,6.34,6.3,3.89
1.01,Premium,E,SI2,58.6,58,4308,6.66,6.62,3.89
1.26,Good,J,VS2,63.2,57,5211,6.81,6.86,4.32
0.79,Premium,F,SI1,62.3,54,2862,5.97,5.91,3.7
0.31,Ideal,I,VVS1,61.6,55,557,4.36,4.41,2.7
0.9,Premium,D,SI1,59.4,62,4304,6.24,6.19,3.69
0.9,Premium,G,VS2,61.8,60,4386,6.16,6.21,3.82
1.09,Premium,H,SI1,60.5,60,5149,6.72,6.67,4.05
0.91,Premium,H,VS1,61.0,59,4670,6.25,6.18,3.79
1.15,Premium,G,SI1,62.0,58,4776,6.68,6.77,4.17
0.72,Ideal,F,VS2,61.1,56,3226,5.92,5.8,3.55
0.84,Very Good,G,VS2,61.8,57,3596,6.04,6.07,3.74
1.0,Premium,I,SI1,60.5,59,4200,6.54,6.49,3.94
0.7,Fair,F,VS1,64.9,59,3039,5.56,5.59,3.62
1.04,Good,J,SI1,64.2,58,3407,6.42,6.34,4.1
1.02,Premium,H,VS2,61.0,60,4958,6.5,6.46,3.95
1.01,Ideal,F,SI1,62.3,55,4276,6.38,6.31,3.95
0.26,Very Good,D,VVS2,59.1,59,597,4.21,4.28,2.51
0.35,Ideal,G,VS2,61.6,54,563,4.55,4.58,2.81
1.2,Very Good,H,I1,58.6,57,3696,6.96,7.01,4.09
1.0,Premium,I,SI1,62.2,62,3360,6.39,6.33,3.96
0.7,Premium,D,VS1,60.6,58,3239,5.73,5.75,3.48
1.17,Fair,I,I1,65.4,62,2935,6.68,6.57,4.33
1.24,Very Good,J,SI2,60.4,61,4737,6.85,6.92,4.16
0.56,Ideal,D,IF,61.9,57,4293,5.28,5.31,3.28
1.06,Very Good,J,VS2,62.6,59,4413,6.49,6.57,4.09
0.23,Very Good,G,VVS1,60.2,59,415,4.0,4.01,2.41
0.91,Ideal,H,SI1,61.6,56,4096,6.21,6.25,3.84
1.01,Good,F,SI1,63.8,59,4989,6.32,6.29,4.02
0.72,Ideal,H,VVS1,62.2,57,3075,5.72,5.75,3.57
0.9,Premium,F,VS2,61.9,55,4536,6.25,6.23,3.86
1.1,Ideal,H,SI1,62.5,57,4764,6.6,6.56,4.11
1.31,Very Good,I,SI2,59.6,60,5187,7.09,7.17,4.25
0.23,Very Good,E,VS1,60.7,59,402,3.97,4.01,2.42
1.2,Fair,H,SI2,64.8,60,4916,6.55,6.59,4.26
1.0,Good,D,SI2,57.8,58,4295,6.61,6.55,3.8
0.72,Premium,E,VS1,61.5,60,2961,5.79,5.75,3.55
0.92,Fair,E,SI1,65.6,57,3407,6.1,6.07,3.99
1.02,Premium,F,SI1,58.4,59,4855,6.65,6.57,3.86
0.31,Good,I,SI1,63.8,55,408,4.31,4.34,2.76
1.24,Very Good,G,SI2,63.3,57,4462,6.85,6.79,4.32
1.01,Premium,H,SI1,62.3,61,4513,6.39,6.32,3.96
0.82,Ideal,E,SI2,62.2,57,3012,6.0,5.97,3.72
0.9,Fair,D,SI2,66.9,57,2885,6.02,5.9,3.99
0.92,Premium,E,SI1,62.2,58,4482,6.23,6.18,3.86
1.0,Good,G,SI1,63.1,56,4218,6.31,6.41,4.01
1.09,Premium,J,SI1,62.3,59,4046,6.55,6.59,4.09
1.07,Premium,J,SI2,62.4,58,4105,6.54,6.47,4.06
1.12,Premium,F,SI2,60.5,59,4570,6.73,6.79,4.09
0.33,Premium,J,VS1,61.5,61,557,4.46,4.39,2.72
1.15,Very Good,D,SI2,63.5,58,4939,6.73,6.69,4.26
0.6,Very Good,F,IF,60.1,54,2988,5.5,5.58,3.33
1.0,Premium,F,SI2,62.9,56,4333,6.42,6.36,4.02
0.74,Very Good,E,SI1,60.0,57,2839,5.85,5.89,3.52
0.76,Ideal,H,VS2,61.4,57,3038,5.85,5.88,3.6
0.9,Good,G,VS1,63.9,57,4223,6.08,6.03,3.87
0.7,Premium,G,VVS2,60.2,61,2999,5.74,5.66,3.43
1.05,Very Good,E,I1,62.2,61,3234,6.48,6.51,4.04
0.98,Premium,H,VS2,59.9,60,4623,6.45,6.38,3.84
1.27,Ideal,J,VS1,62.0,57,5008,6.96,6.92,4.3
0.31,Ideal,D,SI1,61.1,56,571,4.36,4.38,2.67
0.81,Ideal,F,SI2,62.1,56,3303,5.95,6.0,3.71
0.9,Good,I,SI2,60.7,58,3057,6.17,6.21,3.76
0.8,Premium,G,VS1,62.5,58,3514,5.9,5.94,3.7
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55
0.91,Good,F,VS1,63.5,56,4823,6.14,6.18,3.91
0.8,Premium,F,SI1,61.5,60,2890,5.97,5.94,3.66
0.85,Ideal,G,SI1,60.4,56,3118,6.26,6.17,3.75
1.0,Premium,F,SI2,59.2,61,3562,6.59,6.51,3.87
0.93,Premium,D,SI2,62.0,56,4692,6.27,6.22,3.87
0.91,Ideal,E,SI2,60.8,56,3898,6.29,6.25,3.81
0.4,Ideal,F,SI2,62.1,53,597,4.76,4.78,2.96
0.75,Premium,E,VS2,62.1,57,3024,5.9,5.79,3.63
0.79,Very Good,F,SI1,63.0,54,2904,5.91,5.94,3.73
1.02,Very Good,H,SI2,63.4,63,3713,6.36,6.32,4.02
0.71,Ideal,D,VS1,61.3,56,3406,5.75,5.77,3.53
0.71,Very Good,E,VS1,63.3,59,2946,5.64,5.67,3.58
0.26,Very Good,E,VVS1,61.4,58,597,4.12,4.15,2.54
0.91,Very Good,E,VS2,62.9,55,4823,6.13,6.17,3.87
0.79,Ideal,H,VS2,62.5,57,2844,5.91,5.93,3.7
0.71,Premium,F,VS2,59.3,56,2840,5.88,5.82,3.47
1.25,Premium,I,SI2,61.0,60,5040,6.98,6.93,4.24
0.9,Very Good,I,VS1,62.0,61,3880,6.12,6.18,3.81
0.71,Ideal,D,SI1,60.8,57,3502,5.75,5.78,3.5
1.01,Premium,F,SI2,60.0,60,3717,6.46,6.4,3.86
0.54,Ideal,D,VVS1,61.4,58,3139,5.28,5.25,3.23
1.01,Good,I,VS2,63.9,59,4197,6.29,6.26,4.01
0.7,Ideal,D,VS2,61.4,55,3360,5.71,5.75,3.52
0.32,Ideal,D,SI1,61.4,57,589,4.41,4.42,2.71
0.71,Good,D,VS2,63.6,54,4289,5.7,5.75,3.64
1.47,Fair,H,I1,66.7,59,4898,6.98,6.94,4.64
1.0,Good,J,VVS1,63.5,59,4633,6.29,6.34,4.01
0.31,Premium,I,SI1,61.5,59,408,4.35,4.37,2.68
0.9,Ideal,G,SI1,62.5,55,4260,6.17,6.21,3.87
0.94,Very Good,H,SI2,61.9,57,3394,6.21,6.29,3.87
0.91,Good,I,VS2,58.0,62,3747,6.32,6.38,3.68
0.9,Fair,H,VS2,65.5,57,3226,6.05,6.01,3.95
0.93,Premium,F,SI1,61.1,59,4182,6.32,6.29,3.85
0.92,Very Good,F,SI1,62.9,56,4037,6.2,6.24,3.91
0.9,Ideal,E,SI1,61.7,57,4921,6.18,6.24,3.83
0.91,Very Good,J,VS2,61.6,59,3290,6.13,6.25,3.81
0.77,Very Good,D,SI1,62.1,58,3040,5.84,5.89,3.64
0.91,Good,H,SI1,58.2,59,3855,6.36,6.4,3.71
0.9,Fair,E,VS1,67.6,56,3276,5.94,5.9,4.0
1.0,Good,I,VVS2,57.4,59,4032,6.61,6.53,3.77
1.09,Premium,G,SI1,61.8,59,4322,6.59,6.53,4.06
0.71,Ideal,H,IF,62.0,54,3190,5.71,5.75,3.55
1.22,Premium,I,SI1,62.3,58,5233,6.77,6.81,4.23
1.5,Very Good,J,I1,63.3,58,5141,7.27,7.23,4.59
0.26,Very Good,E,VVS2,59.9,58,554,4.15,4.23,2.51
1.01,Ideal,F,SI2,61.3,57,3777,6.4,6.35,3.91
0.9,Premium,E,SI2,62.2,60,3662,6.15,6.19,3.84
1.01,Good,H,SI1,63.4,59,4749,6.28,6.34,4.0
1.03,Fair,J,SI2,56.2,62,3246,6.73,6.69,3.77
1.1,Very Good,F,SI2,59.1,57,4715,6.72,6.82,4.0
0.78,Ideal,D,VS2,61.7,57,3595,5.87,5.93,3.64
0.73,Ideal,G,IF,62.3,56,4142,5.72,5.78,3.58
0.92,Premium,F,SI2,61.8,58,3854,6.19,6.23,3.84
0.8,Ideal,H,VS2,60.6,56,3153,6.03,6.08,3.67
0.72,Ideal,G,SI1,61.8,56,3048,5.7,5.76,3.55
1.01,Good,F,SI2,61.5,61,3895,6.33,6.38,3.91
0.35,Good,F,SI2,63.8,56,591,4.48,4.45,2.85
0.71,Very Good,E,VS2,62.4,57,2759,5.68,5.73,3.56
1.08,Very Good,J,SI2,62.5,60,4152,6.51,6.57,4.09
1.1,Premium,I,SI1,62.7,58,4435,6.58,6.54,4.11
1.16,Premium,F,SI2,62.1,59,3787,6.74,6.63,4.15
0.77,Ideal,D,VS2,61.8,56,3755,5.9,5.84,3.63
0.77,Ideal,E,VVS1,61.6,55,5251,5.87,5.95,3.64
1.2,Ideal,J,SI2,61.7,56,4744,6.87,6.79,4.21
1.0,Fair,G,SI2,67.8,61,2856,5.96,5.9,4.02
0.31,Premium,H,SI1,62.4,57,558,4.35,4.31,2.7
1.05,Premium,I,SI2,60.2,61,4374,6.64,6.61,3.99
0.9,Very Good,D,SI2,63.0,58,3534,6.12,6.16,3.87
0.9,Good,D,SI1,61.1,62,4362,6.2,6.24,3.8
0.9,Fair,G,SI2,55.9,62,3104,6.35,6.42,3.57
1.2,Very Good,I,SI1,61.7,56,4785,6.82,6.76,4.19
0.72,Very Good,D,VS2,61.8,58,3075,5.73,5.76,3.55
1.01,Good,F,SI1,63.3,59,4899,6.38,6.42,4.05
0.72,Ideal,D,VS1,61.6,56,3554,5.8,5.73,3.55
0.9,Premium,H,VVS2,60.3,61,4355,6.25,6.22,3.76
0.25,Premium,H,VVS1,60.1,62,577,4.11,4.08,2.46
0.79,Ideal,H,VVS2,62.0,56,3324,5.88,5.95,3.67
0.73,Very Good,D,VVS1,61.8,61,4716,5.7,5.73,3.53
0.76,Ideal,I,IF,61.6,55,2988,5.92,5.89,3.64
0.94,Premium,F,SI2,62.6,57,3869,6.27,6.25,3.92
1.03,Ideal,G,SI1,60.1,59,5111,6.6,6.57,3.96
1.08,Ideal,H,SI2,59.3,57,4455,6.71,6.74,3.99
1.26,Premium,H,SI2,62.0,56,4586,6.92,6.88,4.28
0.8,Very Good,D,SI1,62.9,60,3502,5.89,5.94,3.72
0.93,Premium,J,VS2,62.3,60,3250,6.3,6.23,3.9
1.03,Ideal,J,SI1,61.9,56,3921,6.45,6.5,4.01
0.81,Ideal,E,SI1,60.3,56,3413,6.05,6.13,3.67
0.9,Good,H,SI1,64.2,60,2974,6.05,6.02,3.87
0.81,Very Good,F,SI2,62.7,58,2942,5.92,5.95,3.72
0.71,Ideal,G,SI1,60.5,56,2776,5.8,5.76,3.5
0.81,Ideal,F,VS2,61.7,57,3756,5.97,6.02,3.7
1.0,Good,F,SI2,65.7,62,4102,6.15,6.21,4.06
0.71,Ideal,E,VS2,62.0,57,3191,5.71,5.74,3.55
0.72,Ideal,I,VS2,60.3,57,3391,5.82,5.86,3.52
1.0,Premium,G,SI1,60.5,61,5152,6.51,6.45,3.92
1.01,Premium,J,SI2,61.8,60,3499,6.37,6.41,3.95
0.75,Good,F,VS1,64.4,59,2953,5.67,5.72,3.66
0.9,Very Good,E,SI1,61.8,59,4165,6.11,6.16,3.79
1.01,Premium,F,SI2,59.6,59,4197,6.59,6.52,3.91
1.04,Ideal,G,SI2,62.4,54,5044,6.49,6.53,4.06
0.87,Ideal,H,SI2,62.7,56,2816,6.16,6.13,3.85
0.9,Very Good,E,SI2,59.4,58,3872,6.31,6.35,3.76
1.07,Very Good,H,SI2,61.8,63,3296,6.57,6.47,4.03
1.13,Premium,H,SI2,62.7,55,4746,6.69,6.61,4.17
1.11,Ideal,J,VS1,61.7,57,4854,6.67,6.72,4.13
1.24,Premium,E,I1,61.1,62,3528,6.91,6.86,4.21
1.02,Very Good,J,SI2,63.4,56,3599,6.42,6.36,4.05
1.22,Premium,J,SI2,62.1,59,4509,6.82,6.77,4.22
0.8,Good,G,SI1,62.7,57,2810,5.84,5.93,3.69
0.27,Ideal,F,VS2,60.9,57,577,4.17,4.2,2.55
0.75,Good,E,SI1,58.3,60,2923,5.94,5.99,3.48
1.0,Good,H,SI2,63.9,55,3584,6.41,6.34,4.07
1.03,Fair,E,SI2,65.3,59,3876,6.3,6.25,4.1
0.8,Ideal,E,SI1,61.7,56,3630,5.99,6.04,3.71
0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71
1.2,Very Good,I,SI2,60.3,57,4514,6.88,6.95,4.17
1.01,Good,E,SI1,64.1,62,4480,6.26,6.19,3.99
0.95,Premium,G,SI2,59.8,60,3181,6.36,6.34,3.8
0.34,Ideal,E,SI1,62.6,55,565,4.46,4.49,2.8
0.53,Very Good,D,IF,59.8,60,3827,5.22,5.28,3.14
0.78,Very Good,H,VS1,61.7,56,2947,5.92,5.94,3.66
1.03,Ideal,D,SI2,61.8,56,4679,6.46,6.51,4.01
0.7,Premium,D,VS1,62.5,60,3471,5.62,5.67,3.53
0.7,Premium,E,VS2,61.0,59,3199,5.74,5.7,3.49
1.01,Very Good,F,SI2,63.5,56,3897,6.38,6.35,4.04
0.33,Ideal,D,SI1,62.2,54,575,4.45,4.46,2.77
0.33,Very Good,G,VS2,62.8,54,579,4.4,4.42,2.77
0.26,Very Good,E,VVS2,63.0,58,597,4.08,4.11,2.58
0.71,Ideal,D,SI1,61.4,56,3674,5.7,5.74,3.51
0.4,Very Good,G,SI2,61.9,61,596,4.69,4.74,2.92
1.03,Ideal,F,SI2,62.4,57,3807,6.43,6.38,4.0
0.72,Ideal,E,SI1,61.0,57,3012,5.77,5.8,3.53
0.9,Good,E,SI1,63.8,56,3510,6.09,6.17,3.91
0.79,Very Good,E,SI1,63.3,56,3138,5.85,5.88,3.71
0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71
1.31,Premium,I,SI1,62.0,58,5282,7.01,6.98,4.34
0.9,Very Good,F,SI1,63.0,60,4232,6.09,6.13,3.85
0.9,Good,G,VS2,62.9,62,3918,6.02,6.06,3.8
0.9,Very Good,D,SI2,60.3,63,3473,6.22,6.12,3.72
1.0,Good,H,SI1,57.5,62,4788,6.51,6.47,3.73
0.9,Good,F,SI1,63.9,59,4062,6.06,6.09,3.88
1.0,Very Good,F,SI1,63.1,59,4234,6.29,6.22,3.95
0.7,Premium,E,VS1,62.2,58,2826,5.66,5.6,3.5
1.01,Good,F,SI1,64.2,58,4199,6.31,6.33,4.06
0.9,Very Good,H,VS2,62.2,58,4157,6.11,6.18,3.82
1.07,Ideal,I,SI1,61.7,56,5002,6.57,6.59,4.06
1.02,Very Good,F,SI1,62.2,56,5222,6.39,6.43,3.99
1.0,Very Good,E,SI2,58.7,59,4975,6.5,6.58,3.84
1.01,Fair,E,SI2,64.7,55,4118,6.37,6.3,4.1
0.79,Ideal,G,VS1,62.0,56,3561,5.91,5.94,3.67
1.01,Good,D,SI2,65.1,57,4468,6.27,6.32,4.1
0.91,Very Good,H,VS1,62.7,63,4066,6.1,6.03,3.8
1.08,Ideal,H,SI2,61.4,57,5049,6.6,6.66,4.07
0.78,Good,E,SI1,59.4,62,3578,6.02,6.07,3.59
1.0,Good,G,VS2,63.6,58,5002,6.26,6.35,4.01
0.9,Good,G,VS1,63.6,58,4460,6.12,6.09,3.88
1.11,Ideal,H,SI2,62.6,56,4719,6.58,6.65,4.14
0.71,Ideal,D,SI2,61.6,55,2767,5.74,5.76,3.54
0.9,Very Good,G,SI2,62.4,55,3539,6.13,6.17,3.84
1.21,Premium,J,SI2,60.9,60,4440,6.82,6.78,4.14
1.0,Good,G,VS1,63.7,60,4805,6.38,6.31,4.04
1.01,Very Good,I,SI1,63.3,54,4749,6.34,6.36,4.02
0.72,Premium,F,VVS2,61.1,58,3250,5.78,5.84,3.55
0.9,Good,I,SI1,63.0,53,3196,6.08,6.15,3.85
0.72,Ideal,F,VS1,62.5,54,3330,5.73,5.76,3.59
0.32,Premium,H,SI1,62.3,60,591,4.4,4.36,2.73
0.95,Very Good,E,SI1,62.8,59,4711,6.21,6.25,3.91
0.91,Ideal,H,VS2,62.4,56,4678,6.2,6.14,3.85
0.71,Premium,D,VVS1,58.8,58,3952,5.89,5.81,3.44
0.31,Premium,D,SI2,60.1,60,593,4.41,4.38,2.64
1.06,Very Good,I,SI1,62.7,56,4197,6.46,6.5,4.06
1.05,Premium,F,SI1,61.8,58,4445,6.51,6.44,4.01
0.9,Good,H,SI1,66.1,57,3282,5.94,5.99,3.94
1.11,Ideal,I,SI2,61.9,57,4457,6.66,6.62,4.11
1.01,Premium,I,SI1,60.8,61,4525,6.47,6.43,3.92
0.62,Fair,F,IF,60.1,61,2861,5.53,5.56,3.33
0.96,Very Good,G,SI1,62.0,59,4136,6.26,6.32,3.9
1.01,Fair,I,VS1,64.9,58,4263,6.17,6.22,4.02
0.7,Very Good,D,VS1,61.5,55,3239,5.7,5.74,3.52
0.65,Ideal,E,IF,62.3,56,4184,5.52,5.56,3.45
0.92,Good,E,SI2,61.8,59,3744,6.11,6.19,3.8
0.9,Very Good,H,SI2,63.4,60,3105,6.08,6.03,3.84
0.72,Very Good,E,VVS2,60.5,55,3798,5.82,5.85,3.53
1.01,Good,E,SI1,64.5,56,4563,6.24,6.29,4.04
1.22,Fair,F,SI2,65.0,56,4705,6.71,6.8,4.39
0.9,Fair,H,SI1,65.4,56,3387,6.11,6.04,3.97
1.0,Premium,E,SI2,61.0,59,3450,6.4,6.33,3.88
0.75,Ideal,D,VS2,61.1,55,3679,5.87,5.89,3.6
1.0,Very Good,I,VS2,61.9,59,5020,6.35,6.38,3.94
0.75,Premium,E,SI1,61.1,59,2814,5.86,5.83,3.57
0.96,Ideal,G,SI1,63.0,54,4355,6.27,6.24,3.94
0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6
0.25,Premium,E,VVS2,62.5,59,576,4.02,4.05,2.52
1.03,Ideal,J,VS2,61.6,57,4283,6.52,6.47,4.0
1.14,Premium,I,SI1,60.1,60,4788,6.81,6.76,4.08
1.09,Ideal,H,SI1,61.9,56,4871,6.64,6.61,4.1
0.7,Ideal,D,SI1,61.0,59,2804,5.68,5.7,3.47
0.93,Ideal,E,SI1,61.9,55,4511,6.26,6.31,3.89
1.2,Premium,J,VS2,61.8,59,4611,6.84,6.76,4.2
0.86,Ideal,D,SI2,60.2,56,3284,6.16,6.19,3.72
1.0,Good,D,SI2,57.8,58,4218,6.55,6.61,3.8
0.26,Good,D,VS2,65.2,56,403,3.99,4.02,2.61
1.01,Good,E,SI1,63.3,57,4692,6.33,6.37,4.02
0.7,Very Good,F,VS1,61.8,59,2895,5.66,5.76,3.53
0.73,Good,F,VVS2,58.2,63,3166,5.87,6.01,3.46
1.04,Premium,H,SI2,62.4,58,3611,6.49,6.4,4.02
1.05,Very Good,I,SI2,62.3,59,3742,6.42,6.46,4.01
1.02,Very Good,E,SI2,63.6,59,3947,6.23,6.28,3.98
0.3,Ideal,F,VS1,61.3,55,570,4.32,4.36,2.66
1.01,Fair,G,SI2,58.7,67,3816,6.52,6.56,3.84
0.32,Very Good,D,SI1,62.8,56,589,4.34,4.35,2.73
0.78,Ideal,F,VS2,62.3,56,3531,5.91,5.88,3.67
1.28,Premium,H,SI2,62.5,62,5161,6.89,6.84,4.3
1.0,Very Good,H,SI2,61.7,55,4316,6.4,6.46,3.97
0.9,Very Good,D,SI1,62.1,60,3880,6.14,6.2,3.83
1.11,Very Good,I,SI2,62.5,58,4442,6.59,6.65,4.14
1.2,Very Good,J,SI1,62.5,58,5082,6.74,6.79,4.23
0.55,Ideal,D,VVS2,60.8,56,3468,5.29,5.32,3.23
1.21,Fair,E,SI2,65.6,59,4926,6.62,6.56,4.32
0.84,Ideal,G,SI2,61.0,56,2879,6.13,6.1,3.73
0.98,Ideal,I,SI2,62.6,54,3873,6.35,6.39,3.99
0.85,Ideal,D,SI1,61.9,56,4373,6.03,6.09,3.75
0.9,Premium,G,VS2,62.1,59,4259,6.2,6.14,3.83
0.91,Ideal,G,SI1,62.0,54,4453,6.23,6.26,3.87
0.71,Very Good,F,VS1,62.1,53,3013,5.7,5.77,3.56
0.73,Ideal,E,VS2,62.2,56,3270,5.78,5.76,3.59
1.0,Ideal,F,SI2,62.7,57,4155,6.34,6.29,3.96
0.86,Premium,F,SI1,62.6,58,3372,6.01,6.06,3.78
1.09,Ideal,H,SI2,61.5,55,4212,6.65,6.68,4.1
1.0,Very Good,F,SI2,62.2,55,4383,6.39,6.44,3.99
0.71,Very Good,E,VS1,63.3,56,3061,5.64,5.68,3.58
1.01,Good,E,SI2,63.7,58,4751,6.36,6.32,4.04
0.9,Premium,D,SI2,59.2,60,4114,6.34,6.3,3.74
0.9,Premium,D,SI1,61.4,62,4407,6.19,6.05,3.76
1.08,Ideal,J,SI1,61.8,56,4524,6.58,6.55,4.06
1.01,Good,E,SI1,64.1,59,4480,6.35,6.31,4.06
1.01,Premium,G,SI1,62.8,59,4338,6.33,6.29,3.96
1.13,Premium,G,SI2,60.0,61,4518,6.78,6.71,4.05
0.71,Premium,D,VS1,62.9,57,2860,5.66,5.6,3.54
0.7,Premium,E,VS1,62.6,59,2837,5.69,5.66,3.55
0.9,Premium,I,VS2,58.7,60,2923,6.35,6.28,3.7
0.9,Premium,I,SI2,60.6,60,3001,6.23,6.28,3.79
1.0,Premium,G,SI1,60.1,61,3634,6.44,6.4,3.86
1.01,Good,G,SI2,63.5,58,4079,6.34,6.39,4.04
1.01,Fair,H,VS1,61.4,66,5062,6.34,6.24,3.87
0.91,Good,E,VS2,63.1,58,4345,6.13,6.19,3.89
1.0,Premium,F,SI1,60.3,58,5197,6.43,6.47,3.89
0.38,Ideal,F,SI2,62.0,55,568,4.67,4.69,2.9
0.72,Ideal,D,SI2,60.5,57,3176,5.82,5.89,3.54
1.01,Fair,D,SI1,64.4,61,5147,6.17,6.13,3.96
0.91,Ideal,F,SI2,60.3,57,3763,6.26,6.34,3.8
1.0,Very Good,E,SI2,62.8,59,4125,6.3,6.34,3.97
1.02,Premium,H,SI2,59.8,59,4284,6.54,6.5,3.9
0.73,Ideal,G,VVS2,62.2,55,3127,5.77,5.74,3.58
0.72,Premium,E,VVS1,62.9,59,3566,5.75,5.67,3.59
0.9,Very Good,H,SI2,62.3,61,3481,6.15,6.17,3.84
0.91,Ideal,F,VS2,62.6,55,5261,6.2,6.23,3.89
0.36,Ideal,G,SI1,61.4,55,571,4.61,4.64,2.84
1.01,Good,H,VS2,64.2,55,4839,6.38,6.34,4.08
1.01,Premium,G,SI1,59.9,56,4875,6.6,6.45,3.91
1.01,Good,H,SI1,63.4,58,4559,6.34,6.38,4.03
1.0,Fair,I,VS2,65.7,58,3265,6.25,6.2,4.09
1.01,Good,E,SI2,56.7,61,4413,6.68,6.7,3.79
1.51,Very Good,J,I1,63.3,57,4600,7.31,7.23,4.6
1.07,Ideal,H,I1,62.1,55,3412,6.55,6.59,4.08
1.24,Very Good,H,SI2,61.0,59,5231,6.93,7.0,4.25
1.24,Very Good,J,SI1,60.0,59,5231,6.99,7.04,4.21
0.34,Ideal,E,SI1,62.3,57,596,4.48,4.51,2.8
0.74,Good,F,VVS1,58.4,60,4336,6.03,6.06,3.53
0.78,Very Good,E,VS1,60.0,56,3601,6.0,6.03,3.61
1.01,Very Good,G,SI1,59.9,56,4788,6.45,6.6,3.91
1.13,Ideal,J,SI2,61.9,56,4371,6.67,6.71,4.14
1.06,Ideal,G,SI2,61.0,57,4578,6.56,6.61,4.02
1.01,Very Good,H,SI2,58.8,58,4166,6.57,6.62,3.88
0.73,Premium,D,VS2,59.8,58,3308,5.85,5.89,3.51
1.06,Very Good,I,SI1,60.4,59,4267,6.56,6.61,3.98
0.78,Ideal,F,SI1,61.3,56,3362,5.92,6.0,3.64
1.01,Premium,I,SI2,60.5,60,4072,6.52,6.5,3.94
0.32,Very Good,E,SI1,60.1,60,561,4.42,4.47,2.67
1.05,Very Good,I,SI1,63.5,58,4292,6.46,6.43,4.09
1.08,Ideal,I,SI1,62.6,54,5141,6.56,6.51,4.09
1.12,Premium,I,SI1,61.3,58,4077,6.69,6.68,4.1
0.72,Ideal,G,VS1,61.5,57,3478,5.74,5.79,3.54
0.8,Very Good,G,SI1,62.1,56,3071,6.01,5.85,3.68
0.91,Premium,G,SI1,62.5,56,3262,6.3,6.18,3.9
1.5,Fair,J,SI2,65.5,60,5268,7.07,7.03,4.62
1.0,Premium,G,SI2,61.5,56,3142,6.49,6.44,3.97
1.01,Ideal,H,SI2,62.0,57,4825,6.4,6.43,3.98
0.32,Premium,D,SI1,61.5,59,589,4.39,4.42,2.71
0.73,Ideal,E,VS2,62.2,56,3328,5.76,5.78,3.59
0.58,Ideal,F,VVS1,61.7,56,2772,5.33,5.37,3.3
